id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total
order_14617,user_211,2025-03-06,Colombia,mobile,social,Phone-Pro-128GB,Electronica,2,261.32,0,522.64
order_14618,user_4495,2025-06-09,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,2,145.53,10,281.06
order_14619,user_4982,2025-02-13,Colombia,desktop,social,Blender-XL-Red,Hogar,2,95.47,15,175.94
order_14620,user_7170,2025-03-05,Colombia,desktop,social,Jacket-Winter-M,Moda,1,467.67,0,467.67
order_14621,user_4846,2025-01-02,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,1,88.51,0,88.51
order_14622,user_7480,2025-01-22,Colombia,desktop,organic,Jacket-Winter-M,Moda,1,402.86,0,402.86
order_14623,user_4279,2025-03-05,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,2,34.34,0,68.69
order_14624,user_387,2025-02-28,Mexico,mobile,social,Sneakers-Urban-42,Moda,2,141.6,10,273.2
order_14625,user_7476,2025-04-09,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,236.21,0,472.42
order_14626,user_7526,2025-06-09,Argentina,desktop,organic,Jacket-Winter-M,Moda,1,277.93,0,277.93
order_14627,user_1631,2025-03-08,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,1,73.3,5,68.3
order_14628,user_1126,2025-01-13,Mexico,desktop,organic,Phone-Pro-128GB,Electronica,2,37.65,5,70.31
order_14629,user_4909,2025-01-13,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,1,270.51,0,270.51
order_14630,user_655,2025-03-05,Mexico,desktop,paid_search,Phone-Pro-128GB,Electronica,2,157.23,10,304.47
order_14631,user_7611,2025-05-15,Colombia,desktop,organic,Blender-XL-Red,Hogar,2,298.43,0,596.86
order_14632,user_1091,2025-01-20,argentina,desktop,social,Jacket-Winter-M,Moda,2,384.63,0,769.25
order_14633,user_1531,2025-05-28,Argentina,desktop,social,Blender-XL-Red,Hogar,2,354.19,5,703.39
order_14634,user_3223,2025-04-02,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,1,297.68,0,297.68
order_14635,user_1805,2025-02-18,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,1,330.96,0,330.96
order_14636,user_2489,2025-01-20,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,478.56,10,947.12
order_14637,user_3475,2025-01-22,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,1,476.66,5,471.66
order_14638,user_5994,2025-01-01,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,2,418.26,0,836.52
order_14639,user_2938,2025-02-12,Mexico,desktop,social,Blender-XL-Red,Hogar,2,411.33,0,822.67
order_14640,user_5936,2025-01-28,Argentina,desktop,organic,Jacket-Winter-M,Moda,2,136.7,10,263.4
order_14641,user_3204,2025-04-13,argentina,mobile,organic,Sneakers-Urban-42,Moda,2,194.3,10,378.59
order_14642,user_3388,2025-05-12,colombia,mobile,paid_search,Sneakers-Urban-42,Moda,2,356.95,0,713.9
order_14643,user_7839,2025-06-05,Mexico,desktop,organic,Phone-Pro-128GB,Electronica,1,348.04,0,348.04
order_14644,user_6057,2025-03-06,Mexico,desktop,organic,Vacuum-Pro-Black,Hogar,1,29.09,0,29.09
order_14645,user_904,2025-01-22,Colombia,mobile,social,Blender-XL-Red,Hogar,2,140.19,10,270.37
order_14646,user_754,2025-03-27,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,1,260.82,0,260.82
order_14647,user_3997,2025-02-19,Argentina,mobile,social,Blender-XL-Red,Hogar,1,51.98,5,46.98
order_14648,user_4704,2025-02-20,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,1,106.53,0,106.53
order_14649,user_4151,2025-04-03,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,2,293.41,5,581.81
order_14650,user_5993,2025-01-04,Argentina,mobile,paid_search,Phone-Pro-128GB,Electronica,1,282.05,0,282.05
order_14651,user_4793,2025-03-29,Argentina,mobile,social,Sneakers-Urban-42,Moda,1,214.49,0,214.49
order_14652,user_2010,2025-06-02,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,139.79,15,264.59
order_14653,user_7381,2025-01-18,Mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,1,323.58,0,323.58
order_14654,user_7890,2025-04-21,Colombia,mobile,organic,Tablet-Standard-64GB,Electronica,2,377.58,0,755.16
order_14655,user_2679,2025-03-23,Mexico,desktop,social,Jacket-Winter-M,Moda,2,271.13,10,532.26
order_14656,user_1732,2025-04-23,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,1,98.6,10,88.6
order_14657,user_2950,2025-01-26,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,244.94,0,244.94
order_14658,user_783,2025-05-02,Colombia,mobile,organic,Vacuum-Pro-Black,Hogar,1,243.12,10,233.12
order_14659,user_2808,2025-05-25,colombia,desktop,social,Blender-XL-Red,Hogar,2,383.71,0,767.42
order_14660,user_5622,2025-03-26,Colombia,desktop,organic,Vacuum-Pro-Black,Hogar,1,164.46,0,164.46
order_14661,user_2955,2025-03-19,Argentina,mobile,paid_search,Jacket-Winter-M,Moda,2,99.68,10,189.36
order_14662,user_7957,2025-02-13,mexico,desktop,organic,Tablet-Standard-64GB,Electronica,1,219.74,10,209.74
order_14663,user_5110,2025-05-30,Argentina,mobile,social,Jacket-Winter-M,Moda,2,257.69,0,515.38
order_14664,user_618,2025-06-14,Colombia,mobile,social,Blender-XL-Red,Hogar,2,389.49,15,763.99
order_14665,user_7039,2025-06-16,Mexico,desktop,social,Laptop-Gaming-16GB,Electronica,1,352.26,5,347.26
order_14666,user_5602,2025-05-27,Mexico,desktop,social,Vacuum-Pro-Black,Hogar,2,456.77,10,903.54
order_14667,user_2070,2025-06-05,Argentina,mobile,organic,Jacket-Winter-M,Moda,2,357.72,0,715.43
order_14668,user_4552,2025-01-29,Argentina,desktop,social,Laptop-Gaming-16GB,Electronica,2,117.8,10,225.61
order_14669,user_4915,2025-03-14,colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,41.2,10,72.39
order_14670,user_4859,2025-01-22,Mexico,mobile,paid_search,Blender-XL-Red,Hogar,2,282.96,0,565.91
order_14671,user_1890,2025-05-12,Colombia,mobile,social,Laptop-Gaming-16GB,Electronica,2,76.47,0,152.95
order_14672,user_586,2025-06-27,Colombia,desktop,social,Blender-XL-Red,Hogar,1,284.14,10,274.14
order_14673,user_6574,2025-05-28,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,1,78.69,15,63.69
order_14674,user_6559,2025-05-29,Colombia,mobile,social,Vacuum-Pro-Black,Hogar,1,95.05,10,85.05
order_14675,user_6841,2025-02-13,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,285.68,0,571.36
order_14676,user_6119,2025-02-09,mexico,mobile,organic,Vacuum-Pro-Black,Hogar,2,48.84,10,87.68
order_14677,user_7581,2025-01-31,Argentina,desktop,organic,Jacket-Winter-M,Moda,2,399.77,0,799.54
order_14678,user_3175,2025-01-08,Mexico,mobile,paid_search,Phone-Pro-128GB,Electronica,1,33.09,5,28.09
order_14679,user_2831,2025-03-19,Mexico,desktop,organic,Vacuum-Pro-Black,Hogar,2,435.88,0,871.77
order_14680,user_2767,2025-02-08,argentina,mobile,organic,Sneakers-Urban-42,Moda,2,28.08,5,51.16
order_14681,user_348,2025-05-10,Mexico,desktop,organic,Sneakers-Urban-42,Moda,2,185.62,0,371.25
order_14682,user_7434,2025-06-29,Mexico,desktop,organic,Sneakers-Urban-42,Moda,2,315.07,0,630.14
order_14683,user_7404,2025-06-08,Colombia,mobile,organic,Sneakers-Urban-42,Moda,2,214.89,10,419.78
order_14684,user_2430,2025-05-12,Argentina,desktop,paid_search,Jacket-Winter-M,Moda,1,370,5,365
order_14685,user_3455,2025-04-11,Mexico,mobile,organic,Laptop-Gaming-16GB,Electronica,1,202.92,0,202.92
order_14686,user_6174,2025-06-09,Mexico,desktop,social,Blender-XL-Red,Hogar,1,181.61,0,181.61
order_14687,user_687,2025-01-19,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,484.73,0,969.46
order_14688,user_3628,2025-02-07,Mexico,mobile,organic,Vacuum-Pro-Black,Hogar,2,265.65,5,526.3
order_14689,user_921,2025-06-03,Colombia,mobile,paid_search,Blender-XL-Red,Hogar,1,266.42,15,251.42
order_14690,user_2072,2025-06-19,Colombia,desktop,social,Sneakers-Urban-42,Moda,1,321.16,0,321.16
order_14691,user_4026,2025-06-21,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,2,318.27,5,631.55
order_14692,user_4415,2025-06-05,Mexico,desktop,social,Sneakers-Urban-42,Moda,1,225.92,0,225.92
order_14693,user_7750,2025-04-17,Mexico,desktop,organic,Phone-Pro-128GB,Electronica,2,89.88,15,164.76
order_14694,user_7383,2025-03-11,Argentina,desktop,social,Sneakers-Urban-42,Moda,2,404.77,0,809.54
order_14695,user_2029,2025-05-28,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,59.67,0,119.34
order_14696,user_2275,2025-03-22,Mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,188.15,10,366.3
order_14697,user_3848,2025-02-08,Mexico,desktop,social,Vacuum-Pro-Black,Hogar,2,212.57,5,420.15
order_14698,user_1364,2025-05-24,Argentina,mobile,social,Tablet-Standard-64GB,Electronica,1,337.37,0,337.37
order_14699,user_639,2025-01-25,argentina,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,365.56,0,731.12
order_14700,user_521,2025-01-16,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,2,383.22,5,761.44
order_14701,user_3124,2025-02-05,Mexico,mobile,organic,Jacket-Winter-M,Moda,2,459.05,0,918.11
order_14702,user_7209,2025-04-02,Mexico,desktop,social,Blender-XL-Red,Hogar,2,466.11,10,922.22
order_14703,user_7914,2025-05-17,Argentina,desktop,organic,Laptop-Gaming-16GB,Electronica,2,335.35,0,670.7
order_14704,user_3087,2025-03-02,Mexico,mobile,paid_search,Blender-XL-Red,Hogar,1,193.17,10,183.17
order_14705,user_5395,2025-05-20,Argentina,mobile,organic,Vacuum-Pro-Black,Hogar,2,400.38,5,795.76
order_14706,user_2200,2025-01-04,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,2,353.13,0,706.27
order_14707,user_5803,2025-02-07,Mexico,desktop,organic,Vacuum-Pro-Black,Hogar,2,429.7,15,844.39
order_14708,user_7715,2025-03-06,Argentina,mobile,social,Phone-Pro-128GB,Electronica,1,421.89,0,421.89
order_14709,user_561,2025-04-11,Argentina,mobile,organic,Jacket-Winter-M,Moda,2,52.72,0,105.44
order_14710,user_1802,2025-01-21,Colombia,desktop,social,Jacket-Winter-M,Moda,1,250.52,10,240.52
order_14711,user_6840,2025-02-10,argentina,mobile,social,Laptop-Gaming-16GB,Electronica,2,443.79,5,882.58
order_14712,user_3038,2025-02-05,Colombia,mobile,organic,Jacket-Winter-M,Moda,1,60.47,0,60.47
order_14713,user_5690,2025-03-06,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,2,379.82,0,759.65
order_14714,user_1108,2025-05-18,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,2,390.7,5,776.39
order_14715,user_3758,2025-01-11,Argentina,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,271.7,0,543.41
order_14716,user_4448,2025-05-02,Colombia,desktop,organic,Jacket-Winter-M,Moda,2,28.78,10,47.56
order_14717,user_203,2025-03-21,Mexico,desktop,organic,Vacuum-Pro-Black,Hogar,1,231.7,10,221.7
order_14718,user_4632,2025-06-08,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,2,363.63,0,727.27
order_14719,user_860,2025-02-20,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,2,204.03,15,393.06
order_14720,user_3934,2025-06-12,Mexico,desktop,social,Jacket-Winter-M,Moda,2,499.49,0,998.98
order_14721,user_3761,2025-06-19,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,242.15,5,479.3
order_14722,user_1993,2025-05-18,Argentina,desktop,organic,Sneakers-Urban-42,Moda,1,343.05,10,333.05
order_14723,user_293,2025-06-30,Argentina,mobile,organic,Blender-XL-Red,Hogar,1,232.17,0,232.17
order_14724,user_619,2025-04-20,Mexico,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,129.92,0,129.92
order_14725,user_6477,2025-05-01,Argentina,desktop,organic,Laptop-Gaming-16GB,Electronica,1,362.07,0,362.07
order_14726,user_6619,2025-05-19,Mexico,desktop,paid_search,Jacket-Winter-M,Moda,2,120.12,10,230.24
order_14727,user_1039,2025-05-08,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,1,443.13,0,443.13
order_14728,user_961,2025-02-04,colombia,desktop,paid_search,Jacket-Winter-M,Moda,2,441.15,0,882.29
order_14729,user_7256,2025-04-25,Mexico,desktop,organic,Tablet-Standard-64GB,Electronica,1,40.52,0,40.52
order_14730,user_5168,2025-02-15,Argentina,desktop,organic,Sneakers-Urban-42,Moda,1,347.78,15,332.78
order_14731,user_7308,2025-06-26,colombia,desktop,social,Sneakers-Urban-42,Moda,1,448.79,5,443.79
order_14732,user_5841,2025-03-03,Argentina,desktop,social,Phone-Pro-128GB,Electronica,1,300.8,0,300.8
order_14733,user_5553,2025-06-28,argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,2,117.7,0,235.4
order_14734,user_6407,2025-04-05,Mexico,desktop,paid_search,Phone-Pro-128GB,Electronica,1,244.7,0,244.7
order_14735,user_3711,2025-01-05,Colombia,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,196.69,5,388.38
order_14736,user_4754,2025-06-03,Mexico,desktop,organic,Sneakers-Urban-42,Moda,2,273.4,15,531.8
order_14737,user_6202,2025-05-07,Colombia,desktop,social,Tablet-Standard-64GB,Electronica,2,460.1,0,920.21
order_14738,user_7542,2025-02-07,Mexico,desktop,social,Laptop-Gaming-16GB,Electronica,1,95.96,0,95.96
order_14739,user_1950,2025-04-29,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,1,120.34,10,110.34
order_14740,user_7131,2025-02-05,Argentina,desktop,organic,Jacket-Winter-M,Moda,2,346.83,0,693.66
order_14741,user_5089,2025-02-16,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,347.18,5,342.18
order_14742,user_6550,2025-03-16,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,2,44.62,0,89.23
order_14743,user_6228,2025-04-22,Colombia,desktop,social,Sneakers-Urban-42,Moda,1,265.34,5,260.34
order_14744,user_818,2025-06-20,Colombia,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,396.19,0,792.37
order_14745,user_1637,2025-06-01,Argentina,desktop,organic,Jacket-Winter-M,Moda,1,131.24,0,131.24
order_14746,user_5621,2025-06-01,Mexico,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,407.14,15,392.14
order_14747,user_6773,2025-04-22,Mexico,mobile,organic,Jacket-Winter-M,Moda,2,287.86,0,575.72
order_14748,user_7999,2025-03-01,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,1,175.63,0,175.63
order_14749,user_4729,2025-03-23,Argentina,mobile,paid_search,Phone-Pro-128GB,Electronica,2,356.7,0,713.4
order_14750,user_5090,2025-02-26,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,2,354.67,15,694.35
order_14751,user_6065,2025-01-27,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,455.82,0,911.64
order_14752,user_3949,2025-02-13,Mexico,mobile,social,Vacuum-Pro-Black,Hogar,1,298.58,0,298.58
order_14753,user_2117,2025-05-11,Colombia,mobile,social,Sneakers-Urban-42,Moda,2,57.52,0,115.03
order_14754,user_5413,2025-04-08,Mexico,mobile,paid_search,Blender-XL-Red,Hogar,1,162.56,15,147.56
order_14755,user_5028,2025-06-21,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,377.88,5,750.76
order_14756,user_490,2025-04-28,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,1,372.19,0,372.19
order_14757,user_7988,2025-04-20,Colombia,mobile,organic,Phone-Pro-128GB,Electronica,1,297.12,0,297.12
order_14758,user_2935,2025-05-03,Argentina,mobile,social,Blender-XL-Red,Hogar,2,117.31,0,234.61
order_14759,user_4038,2025-01-11,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,1,375.29,0,375.29
order_14760,user_7280,2025-06-16,Colombia,desktop,organic,Phone-Pro-128GB,Electronica,2,20.08,10,30.15
order_14761,user_7530,2025-04-01,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,1,102.54,10,92.54
order_14762,user_1394,2025-04-27,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,2,325.93,5,646.85
order_14763,user_3892,2025-03-01,argentina,mobile,organic,Jacket-Winter-M,Moda,1,204.26,5,199.26
order_14764,user_7179,2025-06-07,Mexico,mobile,social,Sneakers-Urban-42,Moda,2,155.16,0,310.32
order_14765,user_4299,2025-05-29,Mexico,mobile,organic,Tablet-Standard-64GB,Electronica,1,160.08,0,160.08
order_14766,user_7982,2025-01-21,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,1,404.56,0,404.56
order_14767,user_690,2025-06-24,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,1,426.38,0,426.38
order_14768,user_2357,2025-02-17,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,139.54,0,139.54
order_14769,user_4849,2025-06-16,Colombia,mobile,paid_search,Laptop-Gaming-16GB,Electronica,1,490.71,10,480.71
order_14770,user_194,2025-03-05,Argentina,mobile,organic,Sneakers-Urban-42,Moda,2,234.3,5,463.6
order_14771,user_4892,2025-04-30,Argentina,desktop,social,Sneakers-Urban-42,Moda,1,240.76,0,240.76
order_14772,user_3726,2025-03-30,mexico,mobile,paid_search,Phone-Pro-128GB,Electronica,2,344.35,0,688.7
order_14773,user_3452,2025-05-01,Mexico,desktop,organic,Blender-XL-Red,Hogar,2,282.61,0,565.21
order_14774,user_6041,2025-06-17,mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,352.96,15,690.93
order_14775,user_162,2025-05-03,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,1,325.92,15,310.92
order_14776,user_6486,2025-05-23,Colombia,desktop,social,Jacket-Winter-M,Moda,1,157.56,0,157.56
order_14777,user_2897,2025-03-18,Colombia,desktop,organic,Jacket-Winter-M,Moda,2,295.66,5,586.33
order_14778,user_4638,2025-06-18,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,366.58,0,733.16
order_14779,user_177,2025-06-06,Colombia,mobile,social,Sneakers-Urban-42,Moda,2,327.24,10,644.47
order_14780,user_6962,2025-04-13,Colombia,mobile,paid_search,Blender-XL-Red,Hogar,1,108.59,0,108.59
order_14781,user_254,2025-03-30,Mexico,mobile,organic,Jacket-Winter-M,Moda,2,165.18,10,320.37
order_14782,user_3820,2025-05-10,Colombia,mobile,social,Blender-XL-Red,Hogar,2,482.62,0,965.24
order_14783,user_5359,2025-04-17,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,1,22.04,0,22.04
order_14784,user_7081,2025-01-19,Colombia,desktop,social,Jacket-Winter-M,Moda,1,117.01,0,117.01
order_14785,user_5607,2025-01-03,Colombia,mobile,organic,Tablet-Standard-64GB,Electronica,2,195.36,0,390.71
order_14786,user_4974,2025-05-29,Argentina,desktop,social,Blender-XL-Red,Hogar,1,315.64,0,315.64
order_14787,user_5835,2025-06-06,Argentina,desktop,social,Phone-Pro-128GB,Electronica,1,428.66,5,423.66
order_14788,user_5228,2025-03-07,Colombia,mobile,organic,Vacuum-Pro-Black,Hogar,2,299.56,0,599.13
order_14789,user_2251,2025-04-02,Colombia,mobile,social,Jacket-Winter-M,Moda,1,425.72,0,425.72
order_14790,user_7137,2025-02-13,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,1,412.81,0,412.81
order_14791,user_3131,2025-04-05,Argentina,mobile,organic,Blender-XL-Red,Hogar,2,80.13,0,160.26
order_14792,user_7495,2025-03-28,Colombia,mobile,social,Tablet-Standard-64GB,Electronica,1,69.53,10,59.53
order_14793,user_4384,2025-02-18,Mexico,desktop,social,Blender-XL-Red,Hogar,1,186.77,15,171.77
order_14794,user_7358,2025-03-25,Mexico,mobile,social,Jacket-Winter-M,Moda,2,195.17,5,385.35
order_14795,user_1073,2025-03-31,Mexico,desktop,social,Phone-Pro-128GB,Electronica,2,57.81,0,115.63
order_14796,user_37,2025-05-29,Argentina,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,107.14,0,107.14
order_14797,user_1032,2025-06-18,Argentina,mobile,paid_search,Sneakers-Urban-42,Moda,1,227.69,10,217.69
order_14798,user_4403,2025-01-29,Argentina,desktop,social,Sneakers-Urban-42,Moda,2,75.51,10,141.02
order_14799,user_2224,2025-06-30,Mexico,mobile,organic,Blender-XL-Red,Hogar,1,348.32,10,338.32
order_14800,user_5501,2025-01-26,mexico,mobile,organic,Vacuum-Pro-Black,Hogar,2,467.27,0,934.54
order_14801,user_7448,2025-04-16,Colombia,mobile,social,Vacuum-Pro-Black,Hogar,2,379.55,5,754.11
order_14802,user_3624,2025-03-29,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,2,320.67,5,636.35
order_14803,user_3911,2025-02-28,Argentina,mobile,organic,Blender-XL-Red,Hogar,1,465.38,0,465.38
order_14804,user_2115,2025-04-20,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,2,403.47,0,806.93
order_14805,user_5421,2025-04-02,Argentina,desktop,social,Jacket-Winter-M,Moda,1,388.64,0,388.64
order_14806,user_1211,2025-01-03,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,1,155.48,0,155.48
order_14807,user_4040,2025-03-27,Colombia,desktop,social,Laptop-Gaming-16GB,Electronica,1,293.18,0,293.18
order_14808,user_7684,2025-03-06,mexico,desktop,paid_search,Sneakers-Urban-42,Moda,2,374.92,10,739.85
order_14809,user_4768,2025-03-02,Mexico,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,284.51,10,274.51
order_14810,user_4745,2025-02-06,Argentina,mobile,paid_search,Phone-Pro-128GB,Electronica,2,116.14,0,232.27
order_14811,user_2966,2025-03-08,Colombia,desktop,social,Phone-Pro-128GB,Electronica,1,237.34,0,237.34
order_14812,user_7900,2025-06-29,Mexico,desktop,organic,Jacket-Winter-M,Moda,2,315.47,5,625.94
order_14813,user_820,2025-05-09,Colombia,mobile,paid_search,Phone-Pro-128GB,Electronica,1,281.68,10,271.68
order_14814,user_2732,2025-04-30,Argentina,desktop,social,Jacket-Winter-M,Moda,2,417.07,0,834.14
order_14815,user_6366,2025-01-11,Argentina,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,268.01,5,263.01
order_14816,user_4602,2025-02-20,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,1,374.32,0,374.32
order_14817,user_5995,2025-06-23,Argentina,mobile,social,Tablet-Standard-64GB,Electronica,1,360.71,0,360.71
order_14818,user_7073,2025-06-12,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,2,441.78,0,883.55
order_14819,user_4807,2025-01-29,Argentina,desktop,social,Sneakers-Urban-42,Moda,1,468.55,5,463.55
order_14820,user_7480,2025-01-21,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,2,188.74,0,377.49
order_14821,user_7010,2025-05-15,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,2,309.16,5,613.32
order_14822,user_2940,2025-06-17,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,2,365.49,15,715.99
order_14823,user_6397,2025-02-28,Colombia,mobile,social,Jacket-Winter-M,Moda,1,497.69,0,497.69
order_14824,user_5599,2025-03-20,Colombia,desktop,social,Phone-Pro-128GB,Electronica,2,225.43,0,450.86
order_14825,user_1668,2025-06-24,Colombia,mobile,organic,Jacket-Winter-M,Moda,1,328.22,5,323.22
order_14826,user_1704,2025-03-23,Mexico,mobile,organic,Blender-XL-Red,Hogar,1,429.02,0,429.02
order_14827,user_4029,2025-01-31,mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,1,194.72,0,194.72
order_14828,user_6626,2025-02-11,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,1,161.43,5,156.43
order_14829,user_2695,2025-03-23,Mexico,mobile,social,Sneakers-Urban-42,Moda,2,464.63,0,929.26
order_14830,user_6914,2025-04-19,Argentina,desktop,organic,Blender-XL-Red,Hogar,2,59.97,0,119.94
order_14831,user_2406,2025-05-08,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,1,79.97,0,79.97
order_14832,user_2582,2025-02-25,argentina,mobile,organic,Sneakers-Urban-42,Moda,1,437.99,0,437.99
order_14833,user_7778,2025-03-20,Argentina,mobile,organic,Sneakers-Urban-42,Moda,2,449.79,10,889.58
order_14834,user_44,2025-02-22,Colombia,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,384.22,10,758.44
order_14835,user_6440,2025-01-27,Colombia,mobile,organic,Laptop-Gaming-16GB,Electronica,2,175.27,5,345.54
order_14836,user_7704,2025-05-17,Colombia,mobile,organic,Phone-Pro-128GB,Electronica,1,322.81,0,322.81
order_14837,user_5846,2025-02-11,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,1,166.83,5,161.83
order_14838,user_1444,2025-01-14,Colombia,desktop,organic,Blender-XL-Red,Hogar,2,484.67,15,954.33
order_14839,user_6425,2025-03-27,Argentina,mobile,social,Phone-Pro-128GB,Electronica,1,308.33,15,293.33
order_14840,user_3137,2025-05-29,Mexico,desktop,paid_search,Phone-Pro-128GB,Electronica,1,65.41,0,65.41
order_14841,user_1940,2025-06-22,Argentina,mobile,organic,Vacuum-Pro-Black,Hogar,1,446.83,10,436.83
order_14842,user_1233,2025-01-07,Colombia,mobile,organic,Jacket-Winter-M,Moda,1,418.66,10,408.66
order_14843,user_243,2025-05-17,argentina,mobile,social,Tablet-Standard-64GB,Electronica,2,81.96,5,158.92
order_14844,user_5456,2025-01-05,Colombia,mobile,social,Tablet-Standard-64GB,Electronica,2,443.43,0,886.86
order_14845,user_3248,2025-04-17,Mexico,mobile,social,Blender-XL-Red,Hogar,1,214.23,0,214.23
order_14846,user_3334,2025-04-06,Argentina,mobile,social,Vacuum-Pro-Black,Hogar,1,278.36,0,278.36
order_14847,user_1897,2025-06-23,mexico,mobile,social,Jacket-Winter-M,Moda,2,248.66,0,497.32
order_14848,user_7141,2025-01-12,Argentina,mobile,paid_search,Phone-Pro-128GB,Electronica,1,30.97,5,25.97
order_14849,user_6920,2025-05-09,Colombia,desktop,paid_search,Blender-XL-Red,Hogar,1,45.57,0,45.57
order_14850,user_7555,2025-01-20,Argentina,mobile,social,Sneakers-Urban-42,Moda,2,246.19,0,492.38
order_14851,user_93,2025-01-07,Mexico,mobile,organic,Laptop-Gaming-16GB,Electronica,1,322.7,0,322.7
order_14852,user_1059,2025-04-25,argentina,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,297.29,0,594.58
order_14853,user_3824,2025-05-13,Mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,1,433.89,0,433.89
order_14854,user_6885,2025-04-19,colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,269.78,10,259.78
order_14855,user_1571,2025-06-12,Colombia,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,118.04,5,113.04
order_14856,user_1046,2025-05-17,Argentina,desktop,social,Blender-XL-Red,Hogar,2,135.6,0,271.21
order_14857,user_5864,2025-06-11,Argentina,desktop,social,Phone-Pro-128GB,Electronica,1,247.02,0,247.02
